name,price,spec_score,votes,user_rating,os,utility,thickness,weight,warranty,screen_size,resolution,ppi,battery,screen_feature1,screen_feature2,processor_name,processor_speed,no_cores,caches,graphics_card,rom_memory,internal_memory,port_connection,wireless_connection,usb_ports,hardware_features
Dell Precision 5550 Laptop (10th Gen Core i7/ 16GB/ 512GB SSD/ Win10 Pro/ 4GB Graph),"₹1,84,999",66,64 votes ,4.2,OS: Windows 10,Thickness: 11.65 mmSlim,1.84 kgAverage,,,15.6 inchesAverage,1920 x 1200 pixelsPoor,~ 145 PPILow,6 Cell Battery,Anti Glare,,10th Gen Intel Core i7 10750H,6 x 2.6 GHz (Turbo Speed upto 5 GHz) Cores,"Hexa Core, 12 Threads",12 MB Cache,"4 GB, NVIDIA  GraphicsSmallest",16 GB DDR4  RAMAverage,512 GB SSD,"Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.1",3 x USB Type-C,"Backlit Keyboard, Inbuilt Microphone"
Lenovo Legion 9i 83AG0044IN Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win11/ 16GB Graph),"₹4,49,990",89,69 votes ,4.3,OS: Windows 11,Utility: Gaming,Thickness: 18.9 mmUltra Slim,2.56 kgAverage,1 Year Warranty,16 inchesSmallest,3200 x 2000 pixelsBest,~ 236 PPIHighest,"99.9 Wh, 4 Cell BatteryGood",Anti Glare,,13th Gen Intel Core i9 13980HX,8 x (Turbo Speed upto 5.6 GHz) Performance Cores16 x (Turbo Speed upto 4 GHz) Efficient Cores,"24 Cores (8P + 16E), 32 Threads",36 MB Cache,"16 GB, NVIDIA GeForce RTX 4090 GraphicsLargest",32 GB DDR5 RAMAverage,2 TB SSD,"Ethernet (LAN), HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Infinix INBook Y4 Max Series YL613 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),"₹37,990",52,69 votes ,4.1,OS: Windows 11,"Utility: Everyday Use, Performance",Thickness: 17.95 mmSlim,1.78 kgHeavy,1 Year Warranty,16 inchesLargest,1920 x 1200 pixelsGood,~ 142 PPIHigh,70 Wh BatteryGood,Anti Glare,16:10 Aspect Ratio,13th Gen Intel Core i3 1315U,2 x 1.2 GHz (Turbo Speed upto 4.5 GHz) Performance Cores4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10 MB Cache,Intel Integrated Iris Xe Graphics,8 GB LPDDR4X RAMAverage,512 GB SSD,HDMI,"WiFi, Bluetooth v5.2","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
HP Envy x360 15-fe0011TX Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),"₹1,20,490",68,97 votes ,4.0,OS: Windows 11,"Utility: Everyday Use, Performance",Thickness: 18.4 mmAverage,2.14 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsBad,~ 141 PPILow,"55 Wh, 4 Cell BatteryGood",Touch Screen,,13th Gen Intel Core i7 1355U,2 x (Turbo Speed upto 5 GHz) Performance Cores8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,"4 GB, NVIDIA GeForce RTX 3050 GraphicsSmallest",16 GB LPDDR5 RAMAverage,512 GB SSD,"HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C",5 MP Camera
Lenovo Thinkpad E16 G1 21JN004DIG Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ DOS),"₹42,990",59,55 votes ,4.8,OS: Windows 11,Utility: Performance,Thickness: 19.85 mmAverage,1.77 kgHeavy,,16 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"47 Wh, 3 Cell BatteryGood",Anti Glare,,13th Gen Intel Core i3 1315U,2 x 1.2 GHz (Turbo Speed upto 4.5 GHz) Performance Cores4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10 MB Cache,Intel Integrated Iris Xe Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.1","1 x USB 2.0, 1 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Inbuilt Microphone"
MSI Commercial 14 H A13MG-064IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹87,990",62,70 votes ,4.4,OS: Windows 11,Utility: Performance,Thickness: 18.6 mmAverage,1.6 kgAverage,3 Year Warranty,14 inchesAverage,1920 x 1200 pixelsAverage,~ 162 PPIHigh,"53.8 Wh, 3 Cell BatteryGood",,,13th Gen Intel Core i5 13420H,4 x (Turbo Speed upto 4.6 GHz) Performance Cores4 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,Intel Integrated Iris Xe Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.3","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
HP 15-FC0029AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),"₹41,990",56,79 votes ,4.6,OS: Windows 11,Utility: Performance,Thickness: 18.6 mmSlim,1.59 kgLight,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"41 Wh, 3 Cell BatteryGood",Anti Glare,,7th Gen AMD Ryzen 5 7520U,4 x 2.8 GHz (Turbo Speed upto 4.3 GHz) Cores,"Quad Core, 8 Threads",4 MB Cache,AMD Radeon AMD Graphics,8 GB LPDDR5 RAMAverage,512 GB SSD,HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Lenovo IdeaPad 1 82V700ECIN Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),"₹30,700",46,87 votes ,4.4,OS: Windows 11,Utility: Performance,Thickness: 19.9 mmAverage,1.7 kgAverage,1 Year Warranty,15.6 inchesLargest,1366 x 768 pixelsPoor,~ 100 PPILow,"42 Wh, 3 Cell BatteryGood",Anti Glare,16:9 Aspect Ratio,4th Gen Intel Celeron N4020,2 x 1.1 GHz (Turbo Speed upto 2.8 GHz) Cores,"Dual Core, 2 Threads",4 MB Cache,Intel UHD Graphics 600 Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",1 MP Camera
Honor MagicBook X16 Pro 2024 ‎Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹79,990",57,52 votes ,4.4,OS: Windows 11,Utility: Everyday Use,Thickness: 17.9 mmSlim,1.75 kgAverage,1 Year Warranty,16 inchesLarge,1920 x 1200 pixelsGood,~ 142 PPIAverage,"60 Wh, 3 Cell BatteryGood",Anti Glare,16:10 Aspect Ratio,13th Gen Intel Core i5 13420H,4 x (Turbo Speed upto 4.6 GHz) Performance Cores4 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,Intel UHD Graphics Graphics,16 GB LPDDR4x RAMAverage,512 GB SSD,HDMI,"WiFi, Bluetooth v5.1","2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Honor MagicBook X14 Pro 2024 ‎Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹59,990",54,61 votes ,4.0,OS: Windows 11,Utility: Everyday Use,Thickness: 16.5 mmSlim,1.4 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1200 pixelsGood,~ 162 PPIHigh,"60 Wh, 3 Cell BatteryGood",Anti Glare,16:10 Aspect Ratio,13th Gen Intel Core i5 13420H,4 x (Turbo Speed upto 4.6 GHz) Performance Cores4 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,Intel UHD Graphics Graphics,16 GB LPDDRx4 RAMAverage,512 GB SSD,HDMI,"WiFi, Bluetooth","2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Samsung Galaxy Book 4 Edge Laptop (Snapdragon X Elite/ 16GB/ 512GB SSD/ Win11),"₹1,62,990",55,86 votes ,4.4,OS: Windows 11,Utility: Everyday Use,1 Year Warranty,,,16 inchesAverage,2880 x 1800 pixelsGood,~ 212 PPIAverage,76 Wh BatteryGood,Touch Screen,,Qualcomm X Elite,Intel Arc Graphics Graphics,32 GB LPDDR5X RAMLargest,1 TB SSD,,,,"HDMI, Thunderbolt","WiFi, Bluetooth v5.3","1 x USB 3.0, 2 x USB Type-C",2 MP Camera
HP Victus 15-fa1216TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ RTX 3050),"₹74,490",62,78 votes ,4.1,OS: Windows 11,Utility: Gaming,Thickness: 23.5 mmThick,2.29 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"70 Wh, 4 Cell BatteryGood",Anti Glare,,13th Gen Intel Core i5 13420H,4 x (Turbo Speed upto 4.6 GHz) Performance Cores4 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,NVIDIA GeForce RTX 3050 Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
MSI Stealth 14 AI Studio A1VGG-054IN Gaming Laptop (Intel Core Ultra 7 155H/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹2,29,990",83,91 votes ,4.0,OS: Windows 11,"Utility: Performance, Gaming",Thickness: 19.9 mmAverage,1.7 kgLight,2 Year Warranty,15.6 inchesSmall,2880 x 1800 pixelsAverage,~ 194 PPIAverage,"72 Wh, 4 Cell BatteryGood",Anti Glare,,Intel Core Ultra 7 Series 1 155H,6 x 1.4 GHz (Turbo Speed upto 4.8 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.8 GHz) Efficient Cores2 x 700 MHz (Turbo Speed upto 2.5 GHz) Low Power Efficient Cores,"16 Cores (6P + 8E + 2LP-E), 22 Threads",24 MB Cache,"8 GB, NVIDIA GeForce RTX 4060 GraphicsAverage",32 GB DDR5 RAMLargest,1 TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.4","1 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
MSI Katana A15 AI B8VE-418IN Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 512GB SSD/ Win11 /6GB Graph),"₹1,13,861",70,104 votes ,4.1,OS: Windows 11,Utility: Performance,2.25 kgHeavy,2 Year Warranty,,15.75 inchesLarge,1920 x 1080 pixelsBad,~ 140 PPILow,"53.5 Wh, 3 Cell BatteryGood",Anti Glare,,8th Gen AMD Ryzen 7 8845HS,8 x 3.8 GHz (Turbo Speed upto 5.1 GHz) Cores,"Octa Core, 16 Threads",16 MB Cache,"6 GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16 GB DDR5 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.3",2 x USB 3.0,"Backlit Keyboard, Inbuilt Microphone"
MSI Katana A17 AI B8VF-845IN Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,19,990",77,87 votes ,4.0,OS: Windows 11,Utility: Performance,Thickness: 25.2 mmThick,2.7 kgHeavy,2 Year Warranty,17.3 inchesLargest,1920 x 1080 pixelsBad,~ 127 PPILowest,"53.5 Wh, 3 Cell BatteryGood",Anti Glare,,8th Gen AMD Ryzen 7 8845HS,8 x 3.8 GHz (Turbo Speed upto 5.1 GHz) Cores,"Octa Core, 16 Threads",16 MB Cache,"8 GB, NVIDIA GeForce RTX 4060 GraphicsLargest",16 GB DDR5 RAMAverage,1 TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.3","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
MSI Cyborg 15 AI A1VEK-050IN Gaming Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,07,990",68,83 votes ,4.4,OS: Windows 11,Utility: Performance,Thickness: 21.95 mmAverage,1.98 kgAverage,2 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"53.5 Wh, 3 Cell BatteryGood",Anti Glare,,Intel Core Ultra 7 Series 1 155H,6 x 1.4 GHz (Turbo Speed upto 4.8 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.8 GHz) Efficient Cores2 x 700 MHz (Turbo Speed upto 2.5 GHz) Low Power Efficient Cores,"16 Cores (6P + 8E + 2LP-E), 22 Threads",24 MB Cache,"6 GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16 GB DDR5 RAMLargest,1 TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
MSI Cyborg 15 AI A1VEK-051IN Gaming Laptop (Intel Core Ultra 5 125H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,04,072",66,75 votes ,4.0,OS: Windows 11,Utility: Performance,Thickness: 21.95 mmAverage,1.98 kgAverage,2 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"53.5 Wh, 3 Cell BatteryGood",Anti Glare,,Intel Core Ultra 5 Series 1 125H,4 x 1.2 GHz (Turbo Speed upto 4.5 GHz) Performance Cores8 x 700 MHz (Turbo Speed upto 3.6 GHz) Efficient Cores2 x 700 MHz (Turbo Speed upto 2.5 GHz) Low Power Efficient Cores,"14 Cores (4P + 8E + 2LP-E), 18 Threads",18 MB Cache,"6 GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16 GB DDR5 RAMLargest,1 TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
MSI Cyborg 15 AI A1VFK-049IN Gaming Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,14,990",69,105 votes ,4.3,OS: Windows 11,Utility: Performance,Thickness: 21.95 mmThick,1.98 kgAverage,2 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsBad,~ 141 PPILow,"53.5 Wh, 3 Cell BatteryGood",Anti Glare,,Intel Core Ultra 7 Series 1 155H,6 x 1.4 GHz (Turbo Speed upto 4.8 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.8 GHz) Efficient Cores2 x 700 MHz (Turbo Speed upto 2.5 GHz) Low Power Efficient Cores,"16 Cores (6P + 8E + 2LP-E), 22 Threads",24 MB Cache,"8 GB, NVIDIA GeForce RTX 4060 GraphicsLargest",16 GB DDR5 RAMAverage,1 TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
MSI Raider GE78 HX 14VHG-805IN Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 12GB Graph),"₹2,99,990",93,65 votes ,4.5,OS: Windows 11,Utility: Performance,Thickness: 23 mmThick,3.1 kgHeavy,2 Year Warranty,17 inchesLargest,2560 x 1600 pixelsAverage,~ 178 PPILow,"99.9 Wh, 4 Cell BatteryGood",Anti Glare,,14th Gen Intel Core i9 14900HX,8 x 2.2 GHz (Turbo Speed upto 5.8 GHz) Performance Cores16 x 1.6 GHz (Turbo Speed upto 4.1 GHz) Efficient Cores,"24 Cores (8P + 16E), 32 Threads",36 MB Cache,"12 GB, NVIDIA GeForce RTX 4080 GraphicsLargest",32 GB DDR5 RAMAverage,2 TB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.4","2 x USB 3.0, 3 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
MSI Commercial 14 H A13MG vPro-065IN Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/Win11),"₹1,09,990",69,89 votes ,4.5,OS: Windows 11,Utility: Performance,Thickness: 18.6 mmAverage,1.6 kgAverage,3 Year Warranty,14 inchesAverage,1920 x 1200 pixelsAverage,~ 162 PPIAverage,"53.8 Wh, 3 Cell BatteryGood",,,13th Gen Intel Core i7 13700H,6 x (Turbo Speed upto 5 GHz) Performance Cores8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24 MB Cache,Intel Integrated Iris Xe Graphics,32 GB DDR4 RAMLarge,1 TB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.3","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
HP Envy x360 ‎14-fc0100TU Laptop (Intel Core Ultra 7 155U/ 32GB/ 1TB SSD/ Win11),"₹1,33,999",71,66 votes ,4.1,OS: Windows 11,"Utility: Everyday Use, Performance",Thickness: 17.02 mmAverage,1.44 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1200 pixelsAverage,~ 162 PPIAverage,"59 Wh, 3 Cell BatteryGood",Touch Screen,,Intel Core Ultra 7 155U,2 x 1.7 GHz (Turbo Speed upto 4.8 GHz) Performance Cores8 x 1.2 GHz (Turbo Speed upto 3.8 GHz) Efficient Cores2 x 700 MHz (Turbo Speed upto 2.1 GHz) Low Power Efficient Cores,"12 Cores (2P + 8E + 2LP-E), 14 Threads",12 MB Cache,Integrated Intel Graphics Graphics,32 GB LPDDR5 RAMLargest,1 TB SSD,HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C",5 MP Camera
Apple MacBook Air 2024 MRXW3HN/A Laptop (Apple M3/ 8GB/ 512GB SSD/ MacOS),"₹1,34,900",48,58 votes ,4.3,OS: Mac,Utility: Performance,Thickness: 11.3 mmSlim,1.24 kgLight,1 Year Warranty,13.6 inchesSmall,2560 x 1664 pixelsGood,~ 224 PPIHigh,52.6 Wh BatteryGood,,,Apple M3,4 x Performance Cores4 x Efficient Cores,Octa Core (4P + 4E),Apple 10 Core GPU Graphics,8 GB RAMSmallest,512 GB SSD,,Thunderbolt,"WiFi, Bluetooth v5.3",2 x USB Type-C,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Apple MacBook Air 15 2024 Laptop (Apple M3/ 16GB/ 512GB SSD/ MacOS),"₹1,74,900",57,100 votes ,4.4,OS: Mac,Utility: Performance,Thickness: 11.5 mmSlim,1.51 kgLight,1 Year Warranty,15.3 inchesSmall,2880 x 1864 pixelsGood,~ 224 PPIHigh,66.5 Wh BatteryGood,,,Apple M3,4 x Performance Cores4 x Efficient Cores,Octa Core (4P + 4E),16 MB Cache,10-Core GPU Graphics,16 GB RAMAverage,512 GB SSD,"Display Port, Thunderbolt","WiFi, Bluetooth v5.3",2 x USB Type-C,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
MSI Thin A15 AI B7UCX-068IN Gaming Laptop (AMD Ryzen 5 7535H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹72,990",69,65 votes ,4.0,OS: Windows 11,"Utility: Performance, Gaming",Thickness: 21.7 mmThick,1.86 kgAverage,2 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"52.4 Wh, 3 Cell BatteryGood",Anti Glare,,7th Gen AMD Ryzen 5 7535HS,6 x 3.3 GHz (Turbo Speed upto 4.55 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,"4 GB, NVIDIA GeForce RTX 2050 GraphicsAverage",16 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.3","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
MSI Thin A15 AI B7UC-067IN Gaming Laptop (AMD Ryzen 5 7535H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹78,990",70,103 votes ,4.3,OS: Windows 11,"Utility: Performance, Gaming",Thickness: 21.7 mmThick,1.86 kgAverage,2 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"52.4 Wh, 3 Cell BatteryGood",Anti Glare,,7th Gen AMD Ryzen 5 7535HS,6 x 3.3 GHz (Turbo Speed upto 4.55 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.3","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
HP Envy x360 14-fc0105TU Laptop (Intel Core Ultra 5 125U/ 16GB/ 512GB SSD/ Win11),"₹96,999",64,79 votes ,4.6,OS: Windows 11,"Utility: Everyday Use, Performance",Thickness: 17.02 mmSlim,1.44 kgLight,1 Year Warranty,14 inchesAverage,1920 x 1200 pixelsAverage,~ 162 PPIAverage,,Touch Screen,,Intel Core Ultra 5 125U,2 x 1.3 GHz (Turbo Speed upto 4.3 GHz) Performance Cores8 x 800 MHz (Turbo Speed upto 3.6 GHz) Efficient Cores2 x 700 MHz (Turbo Speed upto 2.1 GHz) Low Power Efficient Cores,"12 Cores (2P + 8E + 2LP-E), 14 Threads",12 MB Cache,Integrated Intel Graphics Graphics,16 GB LPDDR5 RAMLargest,512 GB SSD,HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C",5 MP Camera
MSI Thin A15 AI B7VE-066IN Gaming Laptop (AMD Ryzen 5 7535H/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹81,990",71,107 votes ,4.5,OS: Windows 11,"Utility: Performance, Gaming",Thickness: 21.7 mmThick,1.86 kgAverage,2 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"52.4 Wh, 3 Cell BatteryGood",Anti Glare,,7th Gen AMD Ryzen 5 7535HS,6 x 3.3 GHz (Turbo Speed upto 4.55 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,"6 GB, NVIDIA GeForce RTX 4050 GraphicsLarge",16 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.3","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
MSI Thin A15 AI B7VE-065IN Gaming Laptop (AMD Ryzen 7 7735H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,03,990",73,93 votes ,4.3,OS: Windows 11,"Utility: Performance, Gaming",Thickness: 21.7 mmAverage,1.86 kgAverage,2 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"52.4 Wh, 3 Cell BatteryGood",Anti Glare,,7th Gen AMD Ryzen 7 7735HS,8 x 3.2 GHz (Turbo Speed upto 4.75 GHz) Cores,"Octa Core, 16 Threads",16 MB Cache,"6 GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16 GB DDR4 RAMLargest,1 TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.3","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
MSI Thin A15 AI B7VF-064IN Gaming Laptop (AMD Ryzen 7 7735H/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,11,990",75,97 votes ,4.4,OS: Windows 11,"Utility: Performance, Gaming",Thickness: 21.7 mmAverage,1.86 kgAverage,2 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"53.5 Wh, 3 Cell BatteryGood",Anti Glare,,7th Gen AMD Ryzen 7 7735HS,8 x 3.2 GHz (Turbo Speed upto 4.75 GHz) Cores,"Octa Core, 16 Threads",16 MB Cache,"8 GB, NVIDIA GeForce RTX 4060 GraphicsLargest",16 GB DDR4 RAMLargest,1 TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.3","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
MSI Stealth 16 AI Studio A1VGG-057IN Gaming Laptop (Intel Core Ultra 9/ 32GB/ 2TB SSD/ Win11/ 8GB Graph),"₹2,49,990",86,105 votes ,4.6,OS: Windows 11,Utility: Gaming,Thickness: 19.95 mmThick,1.99 kgAverage,2 Year Warranty,16 inchesAverage,2560 x 1600 pixelsAverage,~ 189 PPIAverage,"99 Wh, 4 Cell BatteryGood",,,Intel Core Ultra 9 Series 1 185H,6 x 2.3 GHz (Turbo Speed upto 5.1 GHz) Performance Cores8 x 1.8 GHz (Turbo Speed upto 3.8 GHz) Efficient Cores2 x (Turbo Speed upto 2.5 GHz) Low Power Efficient Cores,"16 Cores (6P + 8E + 2LP-E), 22 Threads",24 MB Cache,"8 GB, NVIDIA GeForce RTX 4060 GraphicsAverage",32 GB DDR5 RAMLargest,2 TB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.4","1 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
MSI Vector 16 HX A14VGG-279IN Gaming Laptop (14th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹2,25,862",88,68 votes ,4.5,OS: Windows 11,Utility: Gaming,Thickness: 28.55 mmThickest,2.7 kgHeavy,2 Year Warranty,16 inchesAverage,2560 x 1600 pixelsAverage,~ 178 PPILow,"90 Wh, 4 Cell BatteryGood",Anti Glare,16:10 Aspect Ratio,14th Gen Intel Core i7 14700HX,8 x 2.1 GHz (Turbo Speed upto 5.5 GHz) Performance Cores12 x 1.5 GHz (Turbo Speed upto 3.9 GHz) Efficient Cores,"20 Cores (8P + 12E), 28 Threads",33 MB Cache,"8 GB, NVIDIA GeForce RTX 4070 GraphicsAverage",32 GB DDR5 RAMLargest,1 TB SSD,"Ethernet (LAN), HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.4","2 x USB 3.0, 3 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
MSI Vector 17 HX A14VHG-806IN Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 12GB Graph),"₹2,79,990",92,93 votes ,4.5,OS: Windows 11,Utility: Gaming,Thickness: 29.45 mmThick,3 kgHeavy,2 Year Warranty,17 inchesLarge,2560 x 1600 pixelsAverage,~ 178 PPILow,"90 Wh, 4 Cell BatteryGood",Anti Glare,16:10 Aspect Ratio,14th Gen Intel Core i9 14900HX,8 x 2.2 GHz (Turbo Speed upto 5.8 GHz) Performance Cores16 x 1.6 GHz (Turbo Speed upto 4.1 GHz) Efficient Cores,"24 Cores (8P + 16E), 32 Threads",36 MB Cache,"12 GB, NVIDIA GeForce RTX 4080 GraphicsAverage",32 GB DDR5 RAMAverage,2 TB SSD,"Ethernet (LAN), HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.4","2 x USB 3.0, 3 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
